Frequency,Impedance,Phase,Real,Imaginary,Magnitude
30010,3977.289374,-88.96336663,-11451,-4496,12302.00866
30012,3956.118174,-88.86292823,-11503,-4544,12367.98064
30014,3972.746842,-89.04278584,-11469,-4489,12316.21216
30016,3967.698203,-88.97734598,-11476,-4504,12328.20311
30018,3977.168275,-88.97523117,-11451,-4495,12301.64322
30020,3978.844491,-89.03710219,-11451,-4482,12296.899
30022,3968.392774,-88.91051895,-11465,-4514,12321.62412
30024,3962.114391,-89.12498871,-11505,-4482,12347.20005
30026,3962.937512,-88.93984097,-11488,-4522,12345.95594
30028,3974.958501,-88.92028314,-11453,-4511,12309.35945
30030,3973.480012,-88.95121128,-11461,-4504,12314.24123
30032,3980.562991,-88.91211176,-11435,-4505,12290.41293
30034,3983.675551,-89.10376474,-11441,-4467,12282.124
30036,3977.278153,-88.98987008,-11453,-4497,12304.23577
30038,3980.842701,-88.98844977,-11444,-4487,12292.20505
30040,3973.876001,-88.8939977,-11454,-4520,12313.5907
30042,3979.229993,-88.92492349,-11441,-4509,12297.46161
30044,3968.974522,-89.0326053,-11474,-4499,12324.51528
30046,3966.591174,-89.00411714,-11485,-4505,12336.94654
30048,3968.173687,-88.79010764,-11461,-4546,12329.66492
30050,3973.932456,-88.94693916,-11453,-4508,12308.26036
30052,3969.415156,-88.96395083,-11466,-4516,12323.28739
30054,3964.626954,-88.95148609,-11484,-4519,12341.13516
30056,3977.78593,-89.028091,-11452,-4490,12300.74811
30058,3977.991765,-88.9278755,-11441,-4511,12298.19507
30060,3968.245268,-88.98343805,-11476,-4511,12330.76222
30062,3979.666204,-88.99210865,-11440,-4495,12291.40452
30064,3971.629655,-88.93282963,-11461,-4516,12318.63535
30066,3980.349847,-89.0462118,-11446,-4486,12293.70213
30068,3975.148869,-88.99555787,-11457,-4502,12309.78688
30070,3963.541874,-88.89029882,-11481,-4535,12344.21265
30072,3974.73988,-88.92390272,-11450,-4518,12309.13579
30074,3974.117838,-88.93267831,-11455,-4517,12313.42008
30076,3964.471661,-88.92134924,-11482,-4529,12342.93988
30078,3968.044285,-88.9517627,-11469,-4520,12327.54481
30080,3965.44037,-88.94173434,-11477,-4525,12336.82107
30082,3969.846869,-88.93185962,-11466,-4522,12325.48741
30084,3967.211192,-88.9295182,-11476,-4523,12335.15728
30086,3954.984164,-88.9094429,-11506,-4546,12371.50565
30088,3960.640899,-88.84556929,-11482,-4551,12351.02931
30090,3959.630009,-89.04232612,-11503,-4514,12356.99013
30092,3966.9921,-88.97056307,-11476,-4520,12334.05756
30094,3965.313647,-88.96242304,-11479,-4521,12337.21533
30096,3966.385112,-88.93895277,-11474,-4527,12334.76408
30098,3963.031531,-88.98419834,-11486,-4523,12344.46131
30100,3966.366938,-88.96696222,-11480,-4524,12339.24536
30102,3965.843725,-88.90351246,-11474,-4536,12338.07003
30104,3965.472472,-88.95674066,-11478,-4527,12338.48504
30106,3959.616257,-88.91829271,-11487,-4535,12349.79328
30108,3970.451894,-88.92107248,-11462,-4531,12325.07221
30110,3971.568951,-88.98940056,-11463,-4511,12318.66429
30112,3964.425876,-88.90519559,-11477,-4536,12340.85998
30114,3965.117911,-88.90645082,-11475,-4540,12340.47102
30116,3957.858204,-88.97499434,-11499,-4532,12359.85538
30118,3960.317547,-88.96985252,-11494,-4529,12354.10365
30120,3961.705371,-88.92322836,-11485,-4538,12349.03514
30122,3970.102368,-88.95282269,-11463,-4525,12323.79787
30124,3957.963491,-89.02043511,-11501,-4524,12358.78542
30126,3950.887937,-88.94644536,-11517,-4547,12382.10394
30128,3968.798503,-89.01889853,-11472,-4512,12327.40557
30130,3959.043656,-88.9558959,-11494,-4537,12357.03868
30132,3961.526982,-88.89929884,-11481,-4548,12348.99449
30134,3959.29919,-88.95834088,-11496,-4535,12358.16495
30136,3955.423928,-88.88336694,-11500,-4557,12369.97369
30138,3962.666837,-88.91511576,-11479,-4541,12344.5584
30140,3965.640227,-88.94805577,-11473,-4531,12335.30259
30142,3957.2862,-88.95847943,-11498,-4541,12362.22816
30144,3965.26647,-88.94043408,-11476,-4533,12338.82754
30146,3959.5507,-88.97781283,-11493,-4532,12354.27347
30148,3954.930956,-89.01785538,-11507,-4533,12367.66502
30150,3960.77904,-88.87675951,-11489,-4551,12357.53705
30152,3959.803857,-89.00224409,-11493,-4523,12350.97478
30154,3958.162205,-89.01857615,-11504,-4528,12363.0417
30156,3957.71324,-88.95877483,-11498,-4543,12362.96295
30158,3956.502497,-88.99284941,-11503,-4535,12364.67687
30160,3955.536812,-88.97335,-11503,-4540,12366.51159
30162,3969.009103,-89.06023258,-11472,-4511,12327.03959
30164,3955.801911,-89.04947504,-11512,-4527,12370.12017
30166,3951.785812,-88.94783063,-11517,-4547,12382.10394
30168,3962.441362,-88.9753323,-11483,-4538,12347.1751
30170,3949.675346,-88.93104588,-11518,-4554,12385.60616
30172,3952.446372,-88.91166672,-11507,-4561,12377.955
30174,3964.77637,-88.96817982,-11477,-4533,12339.75762
30176,3952.432571,-88.99870785,-11514,-4541,12377.11101
30178,3957.257482,-89.04951815,-11504,-4524,12361.57725
30180,3947.967407,-88.96093736,-11524,-4555,12391.55362
30182,3957.881939,-89.01003884,-11499,-4535,12360.95571
30184,3948.361602,-88.90031831,-11518,-4568,12390.76059
30186,3936.842107,-88.94748034,-11553,-4568,12423.30202
30188,3953.577148,-88.95971974,-11505,-4550,12372.04611
30190,3954.188111,-89.01384692,-11510,-4541,12373.39004
30192,3950.643324,-89.01278886,-11519,-4544,12382.86304
30194,3949.9111,-89.05432216,-11527,-4534,12386.64139
30196,3946.671406,-88.91453989,-11519,-4567,12391.32156
30198,3953.794393,-88.93643833,-11505,-4557,12374.62218
30200,3952.990196,-88.96960712,-11510,-4550,12376.69584
Frequency,Impedance,Phase,Real,Imaginary,Magnitude,
 30000 , 3831.42707444883 ,-88.8775829510587 ,-11864 ,-4699 , 12760.6856007034 
 30002 , 3830.42666300367 ,-88.8641952141593 ,-11866 ,-4703 , 12764.0183719705 
 30004 , 3827.75903025114 ,-88.8365808426937 ,-11872 ,-4712 , 12772.9138414067 
 30006 , 3831.87483680381 ,-88.870100748154 ,-11862 ,-4700 , 12759.1944886815 
 30008 , 3829.47937751874 ,-88.8649838375389 ,-11869 ,-4704 , 12767.1757644359 
 30010 , 3822.69873790082 ,-88.8521839479375 ,-11889 ,-4715 , 12789.8219690502 
 30012 , 3827.87708465502 ,-88.7924362451786 ,-11868 ,-4721 , 12772.5199158193 
 30014 , 3827.03828247918 ,-88.8215611495547 ,-11873 ,-4716 , 12775.3193697849 
 30016 , 3825.20474980659 ,-88.8131706680572 ,-11878 ,-4720 , 12781.4429545337 
 30018 , 3824.01996088693 ,-88.9021724749095 ,-11889 ,-4703 , 12785.4030049897 
 30020 , 3826.03090097524 ,-88.8564941791493 ,-11879 ,-4710 , 12778.6830698629 
 30022 , 3826.7598943952 ,-88.8232166195141 ,-11874 ,-4716 , 12776.2487452303 
 30024 , 3828.09062627802 ,-88.8490899245392 ,-11872 ,-4709 , 12771.8074288646 
 30026 , 3819.64971393264 ,-88.8462307350636 ,-11898 ,-4720 , 12800.0314062115 
 30028 , 3824.69734148855 ,-88.8547691852668 ,-11883 ,-4712 , 12783.1386208552 
 30030 , 3829.87362620541 ,-88.8433330460296 ,-11866 ,-4708 , 12765.8615063771 
 30032 , 3822.75134272025 ,-88.8663284426959 ,-11890 ,-4712 , 12789.6459685169 
 30034 , 3819.04224753783 ,-88.8354007268996 ,-11899 ,-4723 , 12802.0674111645 
 30036 , 3823.86773814127 ,-88.8355928958229 ,-11884 ,-4717 , 12785.9119737311 
 30038 , 3821.97550748959 ,-88.8613009564993 ,-11892 ,-4714 , 12792.2421803216 
 30040 , 3822.09447575838 ,-88.8172238190239 ,-11888 ,-4723 , 12791.8440031139 
 30042 , 3823.65075128016 ,-88.8031328786753 ,-11882 ,-4724 , 12786.6375564493 
 30044 , 3828.14343054173 ,-88.8632543277145 ,-11873 ,-4706 , 12771.6312583789 
 30046 , 3821.64514765007 ,-88.8488107992894 ,-11892 ,-4717 , 12793.3479980809 
 30048 , 3819.64971393264 ,-88.8462307350636 ,-11898 ,-4720 , 12800.0314062115 
 30050 , 3824.4237579338 ,-88.8322860173927 ,-11882 ,-4717 , 12784.053074045 
 30052 , 3813.34659333313 ,-88.8260456141497 ,-11916 ,-4732 , 12821.18871244 
 30054 , 3817.04949021857 ,-88.8328294162759 ,-11905 ,-4726 , 12808.7509539377 
 30056 , 3823.86311852657 ,-88.8597245934778 ,-11886 ,-4712 , 12785.9274204103 
 30058 , 3821.19476421698 ,-88.8803903440574 ,-11896 ,-4711 , 12794.8558803919 
 30060 , 3817.66051008724 ,-88.8195608188628 ,-11902 ,-4728 , 12806.7009022621 
 30062 , 3818.04763842308 ,-88.8220672369071 ,-11901 ,-4727 , 12805.4023755601 
 30064 , 3824.31336990384 ,-88.8281205617397 ,-11882 ,-4718 , 12784.4220831448 
 30066 , 3820.59633592806 ,-88.8213284392963 ,-11893 ,-4724 , 12796.8599664136 
 30068 , 3815.45239082326 ,-88.7846093329551 ,-11906 ,-4738 , 12814.1125326727 
 30070 , 3816.33888977072 ,-88.7696839739878 ,-11902 ,-4740 , 12811.1359371447 
 30072 , 3817.11007527927 ,-88.7987746028141 ,-11902 ,-4733 , 12808.5476538131 
 30074 , 3815.33550545007 ,-88.8286108908833 ,-11910 ,-4729 , 12814.5051016417 
 30076 , 3812.51747894287 ,-88.8309925650745 ,-11919 ,-4732 , 12823.9769572469 
 30078 , 3817.37928791533 ,-88.8453031724063 ,-11905 ,-4723 , 12807.6443579606 
 30080 , 3818.989236464 ,-88.8212703840911 ,-11898 ,-4726 , 12802.2451156037 
 30082 , 3811.36623142041 ,-88.7753773161847 ,-11918 ,-4745 , 12827.8505214241 
 30084 , 3815.0058190256 ,-88.8161452547471 ,-11910 ,-4732 , 12815.6125097476 
 30086 , 3819.99148435099 ,-88.7863924201733 ,-11892 ,-4732 , 12798.8862015411 
 30088 , 3818.82580148995 ,-88.8029816809352 ,-11897 ,-4730 , 12802.7930155884 
 30090 , 3816.66259561669 ,-88.8303225625108 ,-11906 ,-4727 , 12810.0493753927 
 30092 , 3816.94326393063 ,-88.8045839413037 ,-11903 ,-4732 , 12809.1074240167 
 30094 , 3816.829556261 ,-88.824514776436 ,-11905 ,-4728 , 12809.489021815 
 30096 , 3816.83611604264 ,-88.7763400452619 ,-11901 ,-4738 , 12809.4670068664 
 30098 , 3815.17830046947 ,-88.7621855355129 ,-11905 ,-4743 , 12815.033125201 
 30100 , 3816.16583238782 ,-88.8236597643021 ,-11907 ,-4729 , 12811.7169028979 
 30102 , 3808.39074887158 ,-88.7595589208971 ,-11926 ,-4752 , 12837.8728767658 
 30104 , 3812.19175561165 ,-88.7944778698379 ,-11917 ,-4740 , 12825.0726703594 
 30106 , 3817.05901751679 ,-88.7605631154017 ,-11899 ,-4741 , 12808.7189835674 
 30108 , 3812.96692272328 ,-88.775415981378 ,-11913 ,-4743 , 12822.4653635719 
 30110 , 3812.13149713905 ,-88.8284888733786 ,-11920 ,-4733 , 12825.2753966533 
 30112 , 3815.95195548435 ,-88.7671839876494 ,-11903 ,-4741 , 12812.4349754448 
 30114 , 3804.64821563539 ,-88.7627957920259 ,-11938 ,-4756 , 12850.5011575425 
 30116 , 3810.65058188431 ,-88.7604334200443 ,-11919 ,-4749 , 12830.25962325 
 30118 , 3815.73151393195 ,-88.7588755258908 ,-11903 ,-4743 , 12813.1751724543 
 30120 , 3812.52438744395 ,-88.7828722687143 ,-11915 ,-4742 , 12823.9537195048 
 30122 , 3807.0668525406 ,-88.7819012749127 ,-11932 ,-4749 , 12842.3372094023 
 30124 , 3808.66809380372 ,-88.7338709212305 ,-11923 ,-4757 , 12836.938030543 
 30126 , 3807.6201123883 ,-88.7545719139897 ,-11928 ,-4754 , 12840.4711751555 
 30128 , 3814.12605154928 ,-88.7829140943361 ,-11910 ,-4740 , 12818.568562831 
 30130 , 3812.3580838243 ,-88.788675322426 ,-11916 ,-4741 , 12824.5131291601 
 30132 , 3811.53235893796 ,-88.7695751925924 ,-11917 ,-4746 , 12827.291413233 
 30134 , 3804.64821563539 ,-88.7627957920259 ,-11938 ,-4756 , 12850.5011575425 
 30136 , 3806.6841736537 ,-88.7553827906458 ,-11931 ,-4755 , 12843.6282257001 
 30138 , 3804.0357298702 ,-88.824041472899 ,-11945 ,-4744 , 12852.5702098841 
 30140 , 3815.78545861328 ,-88.7729929430503 ,-11904 ,-4740 , 12812.9940294999 
 30142 , 3815.77909018625 ,-88.8211544200798 ,-11908 ,-4730 , 12813.0154140234 
 30144 , 3811.03956420623 ,-88.7148275805235 ,-11914 ,-4758 , 12828.9500739538 
 30146 , 3807.56416936848 ,-88.764513878098 ,-11929 ,-4752 , 12840.6598350708 
 30148 , 3806.24326841303 ,-88.7628291143873 ,-11933 ,-4754 , 12845.1159979192 
 30150 , 3803.76954898426 ,-88.753672092638 ,-11940 ,-4759 , 12853.469609409 
 30152 , 3808.17110676636 ,-88.7512673609522 ,-11926 ,-4754 , 12838.6133207602 
 30154 , 3806.13116016585 ,-88.7827053169144 ,-11935 ,-4750 , 12845.4943462679 
 30156 , 3811.14840148863 ,-88.7430268489353 ,-11916 ,-4752 , 12828.5837098255 
 30158 , 3808.22691481078 ,-88.7413236178496 ,-11925 ,-4756 , 12838.4251760097 
 30160 , 3799.76460581854 ,-88.7105999120177 ,-11949 ,-4773 , 12867.0171368503 
 30162 , 3807.45623921594 ,-88.7363405155536 ,-11927 ,-4758 , 12841.0238298977 
 30164 , 3806.78831098177 ,-88.8075749656983 ,-11935 ,-4744 , 12843.2768793638 
 30166 , 3801.41070817247 ,-88.700684799175 ,-11943 ,-4773 , 12861.4454086623 
 30168 , 3802.94676795909 ,-88.7346225523666 ,-11941 ,-4764 , 12856.2505031599 
 30170 , 3800.36751045263 ,-88.7213554698832 ,-11948 ,-4770 , 12864.9758647267 
 30172 , 3805.20016799319 ,-88.7354810249788 ,-11934 ,-4761 , 12848.6371650849 
 30174 , 3801.73672133415 ,-88.7610803354715 ,-11947 ,-4760 , 12860.3424915513 
 30176 , 3800.47703192445 ,-88.725491773509 ,-11948 ,-4769 , 12864.6051241381 
 30178 , 3806.6841736537 ,-88.7553827906458 ,-11931 ,-4755 , 12843.6282257001 
 30180 , 3806.41201461446 ,-88.6849693313475 ,-11926 ,-4770 , 12844.5465470759 
 30182 , 3799.54462845581 ,-88.7263082639236 ,-11951 ,-4770 , 12867.7620820405 
 30184 , 3802.72598444543 ,-88.7503426644945 ,-11943 ,-4761 , 12856.9969277433 
 30186 , 3801.8493497639 ,-88.7172336032642 ,-11943 ,-4769 , 12859.961508496 
 30188 , 3805.25570721824 ,-88.7255448090345 ,-11933 ,-4763 , 12848.4496340998 
 30190 , 3802.56244331559 ,-88.7321348808433 ,-11942 ,-4765 , 12857.5498832398 
 30192 , 3801.29894595661 ,-88.74452696589 ,-11947 ,-4764 , 12861.8235487819 
 30194 , 3796.91546771212 ,-88.6990117238203 ,-11957 ,-4779 , 12876.6723185767 
 30196 , 3799.81984999397 ,-88.6766974798126 ,-11946 ,-4780 , 12866.8300680471 
 30198 , 3797.57263281991 ,-88.6998408502379 ,-11955 ,-4778 , 12874.4440268308 
 30200 , 3804.37318754845 ,-88.7644458262533 ,-11939 ,-4756 , 12851.4301538778 
